,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
1357,"If You Can Order A Pizza
You Can Make #Money With This System
https://t.co/8t7HDUrmYC
#makemoney #earnmoney
#workfromhome #work",if you can order a pizza you can make  money with this system    makemoney  earnmoney  workfromhome  work,0.0,0.0,neutral,0.0,1.0,0.0,0.0,105,17,if you can order a pizza you can make  money with this system    makemoney  earnmoney  workfromhome  work,"['if', 'you', 'can', 'order', 'a', 'pizza', 'you', 'can', 'make', 'money', 'with', 'this', 'system', 'makemoney', 'earnmoney', 'workfromhome', 'work']","['order', 'pizza', 'make', 'money', 'system', 'makemoney', 'earnmoney', 'workfromhome', 'work']","['order', 'pizza', 'make', 'money', 'system', 'makemoney', 'earnmoney', 'workfromhom', 'work']"
1359,"Time to Elevate your Work From Home Experience

An iPad is never just an iPad. Convert your device into a makeshift… https://t.co/8zsjSji2Kr",time to elevate your work from home experience  an ipad is never just an ipad  convert your device into a makeshift   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,118,21,time to elevate your work from home experience  an ipad is never just an ipad  convert your device into a makeshift   ,"['time', 'to', 'elevate', 'your', 'work', 'from', 'home', 'experience', 'an', 'ipad', 'is', 'never', 'just', 'an', 'ipad', 'convert', 'your', 'device', 'into', 'a', 'makeshift', '']","['time', 'elevate', 'work', 'home', 'experience', 'ipad', 'never', 'ipad', 'convert', 'device', 'makeshift', '']","['time', 'elev', 'work', 'home', 'experi', 'ipad', 'never', 'ipad', 'convert', 'devic', 'makeshift', '']"
1360,"Recruitment Resourcer (Work from Home Option)
from Square Peg Associates Ltd
#Recruitment #workfromhome
https://t.co/mSeBISuPZs",recruitment resourcer  work from home option  from square peg associates ltd  recruitment  workfromhome  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,105,13,recruitment resourcer  work from home option  from square peg associates ltd  recruitment  workfromhome  ,"['recruitment', 'resourcer', 'work', 'from', 'home', 'option', 'from', 'square', 'peg', 'associates', 'ltd', 'recruitment', 'workfromhome', '']","['recruitment', 'resourcer', 'work', 'home', 'option', 'square', 'peg', 'associates', 'ltd', 'recruitment', 'workfromhome', '']","['recruit', 'resourc', 'work', 'home', 'option', 'squar', 'peg', 'associ', 'ltd', 'recruit', 'workfromhom', '']"
1361,"Shout-out to all the women reporting from their home'e during the pandemic, hopefully ya can be all together again… https://t.co/pRyzCQQhNN",shout out to all the women reporting from their home e during the pandemic  hopefully ya can be all together again   ,0.0,0.0,positive,0.0,0.876,0.124,0.4019,117,21,shout out to all the women reporting from their home e during the pandemic  hopefully ya can be all together again   ,"['shout', 'out', 'to', 'all', 'the', 'women', 'reporting', 'from', 'their', 'home', 'e', 'during', 'the', 'pandemic', 'hopefully', 'ya', 'can', 'be', 'all', 'together', 'again', '']","['shout', 'women', 'reporting', 'home', 'e', 'pandemic', 'hopefully', 'ya', 'together', '']","['shout', 'women', 'report', 'home', 'e', 'pandem', 'hope', 'ya', 'togeth', '']"
1362,FREE TRAINING INSIDE: The way to Earn A 6-Figure Side-Income Online! Join https://t.co/0rzCQ9fQCB #workfromhome… https://t.co/3Md67b0WpG,free training inside  the way to earn a 6 figure side income online  join    workfromhome   ,0.4,0.8,positive,0.0,0.667,0.333,0.6705,92,15,free training inside  the way to earn a  figure side income online  join    workfromhome   ,"['free', 'training', 'inside', 'the', 'way', 'to', 'earn', 'a', 'figure', 'side', 'income', 'online', 'join', 'workfromhome', '']","['free', 'training', 'inside', 'way', 'earn', 'figure', 'side', 'income', 'online', 'join', 'workfromhome', '']","['free', 'train', 'insid', 'way', 'earn', 'figur', 'side', 'incom', 'onlin', 'join', 'workfromhom', '']"
1363,Activate “Multiple Streams” Of AutoPilot Traffic &amp; Sales Inside ONE Dashboard In 60 Seconds or Less.... Visit the l… https://t.co/Cz8IX9BmHM,activate  multiple streams  of autopilot traffic  amp  sales inside one dashboard in 60 seconds or less     visit the l   ,-0.08333333333333333,0.03333333333333333,neutral,0.0,1.0,0.0,0.0,122,19,activate  multiple streams  of autopilot traffic  amp  sales inside one dashboard in  seconds or less     visit the l   ,"['activate', 'multiple', 'streams', 'of', 'autopilot', 'traffic', 'amp', 'sales', 'inside', 'one', 'dashboard', 'in', 'seconds', 'or', 'less', 'visit', 'the', 'l', '']","['activate', 'multiple', 'streams', 'autopilot', 'traffic', 'amp', 'sales', 'inside', 'one', 'dashboard', 'seconds', 'less', 'visit', 'l', '']","['activ', 'multipl', 'stream', 'autopilot', 'traffic', 'amp', 'sale', 'insid', 'one', 'dashboard', 'second', 'less', 'visit', 'l', '']"
1364,WHAT WILL THE NEXT MOVE BE - https://t.co/7rlbAUWA2g  #investing #workfromhome #CARDANO #WEALTH,what will the next move be       investing  workfromhome  cardano  wealth,0.0,0.0,positive,0.0,0.738,0.262,0.4939,73,10,what will the next move be       investing  workfromhome  cardano  wealth,"['what', 'will', 'the', 'next', 'move', 'be', 'investing', 'workfromhome', 'cardano', 'wealth']","['next', 'move', 'investing', 'workfromhome', 'cardano', 'wealth']","['next', 'move', 'invest', 'workfromhom', 'cardano', 'wealth']"
1365,"New #remote #job Accounts Support Specialist at @github
https://t.co/CyMvZJ1Yv2
#remotework #hiring #workfromhome",new  remote  job accounts support specialist at      remotework  hiring  workfromhome,0.018181818181818174,0.32727272727272727,positive,0.0,0.769,0.231,0.4019,85,10,new  remote  job accounts support specialist at      remotework  hiring  workfromhome,"['new', 'remote', 'job', 'accounts', 'support', 'specialist', 'at', 'remotework', 'hiring', 'workfromhome']","['new', 'remote', 'job', 'accounts', 'support', 'specialist', 'remotework', 'hiring', 'workfromhome']","['new', 'remot', 'job', 'account', 'support', 'specialist', 'remotework', 'hire', 'workfromhom']"
1366,"RT @accopsinc: Eid Mubarak to everyone from Accops!

#eidmubarak #cybersecurity #virtualization #workfromhome https://t.co/ztHE6E3kuw", eid mubarak to everyone from accops    eidmubarak  cybersecurity  virtualization  workfromhome  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,97,10, eid mubarak to everyone from accops    eidmubarak  cybersecurity  virtualization  workfromhome  ,"['', 'eid', 'mubarak', 'to', 'everyone', 'from', 'accops', 'eidmubarak', 'cybersecurity', 'virtualization', 'workfromhome', '']","['', 'eid', 'mubarak', 'everyone', 'accops', 'eidmubarak', 'cybersecurity', 'virtualization', 'workfromhome', '']","['', 'eid', 'mubarak', 'everyon', 'accop', 'eidmubarak', 'cybersecur', 'virtual', 'workfromhom', '']"
1367,WHAT WILL THE NEXT MOVE BE - https://t.co/qOo85hbJFu #investing #workfromhome #CARDANO #WEALTH,what will the next move be      investing  workfromhome  cardano  wealth,0.0,0.0,positive,0.0,0.738,0.262,0.4939,72,10,what will the next move be      investing  workfromhome  cardano  wealth,"['what', 'will', 'the', 'next', 'move', 'be', 'investing', 'workfromhome', 'cardano', 'wealth']","['next', 'move', 'investing', 'workfromhome', 'cardano', 'wealth']","['next', 'move', 'invest', 'workfromhom', 'cardano', 'wealth']"
1368,Contact us today to learn how you can use HIPAA compliant #telemedicine to care for your clients safely &amp; effective… https://t.co/73ZbQwYKXq,contact us today to learn how you can use hipaa compliant  telemedicine to care for your clients safely  amp  effective   ,0.55,0.65,positive,0.0,0.642,0.358,0.8591,122,20,contact us today to learn how you can use hipaa compliant  telemedicine to care for your clients safely  amp  effective   ,"['contact', 'us', 'today', 'to', 'learn', 'how', 'you', 'can', 'use', 'hipaa', 'compliant', 'telemedicine', 'to', 'care', 'for', 'your', 'clients', 'safely', 'amp', 'effective', '']","['contact', 'us', 'today', 'learn', 'use', 'hipaa', 'compliant', 'telemedicine', 'care', 'clients', 'safely', 'amp', 'effective', '']","['contact', 'us', 'today', 'learn', 'use', 'hipaa', 'compliant', 'telemedicin', 'care', 'client', 'safe', 'amp', 'effect', '']"
1369,"As we face the possibility of going back into lockdown, here's a great article on ""How the music pros work from hom… https://t.co/F1dkwVjKRj",as we face the possibility of going back into lockdown  here s a great article on  how the music pros work from hom   ,0.4,0.375,positive,0.0,0.83,0.17,0.6249,118,23,as we face the possibility of going back into lockdown  here s a great article on  how the music pros work from hom   ,"['as', 'we', 'face', 'the', 'possibility', 'of', 'going', 'back', 'into', 'lockdown', 'here', 's', 'a', 'great', 'article', 'on', 'how', 'the', 'music', 'pros', 'work', 'from', 'hom', '']","['face', 'possibility', 'going', 'back', 'lockdown', 'great', 'article', 'music', 'pros', 'work', 'hom', '']","['face', 'possibl', 'go', 'back', 'lockdown', 'great', 'articl', 'music', 'pro', 'work', 'hom', '']"
1370,The #hybrid work environment is here to stay! Read this article to learn about @Nimble's integration with @Skype an… https://t.co/NDm1Jnfxpi,the  hybrid work environment is here to stay  read this article to learn about   s integration with   an   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,107,18,the  hybrid work environment is here to stay  read this article to learn about   s integration with   an   ,"['the', 'hybrid', 'work', 'environment', 'is', 'here', 'to', 'stay', 'read', 'this', 'article', 'to', 'learn', 'about', 's', 'integration', 'with', 'an', '']","['hybrid', 'work', 'environment', 'stay', 'read', 'article', 'learn', 'integration', '']","['hybrid', 'work', 'environ', 'stay', 'read', 'articl', 'learn', 'integr', '']"
1371,'Roaring back' is just a... - https://t.co/GCJzTYL3AP #seo #advertising #digitalnomad #socialmediamarketing… https://t.co/MwejEukoCC, roaring back  is just a         seo  advertising  digitalnomad  socialmediamarketing   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,88,9, roaring back  is just a         seo  advertising  digitalnomad  socialmediamarketing   ,"['', 'roaring', 'back', 'is', 'just', 'a', 'seo', 'advertising', 'digitalnomad', 'socialmediamarketing', '']","['', 'roaring', 'back', 'seo', 'advertising', 'digitalnomad', 'socialmediamarketing', '']","['', 'roar', 'back', 'seo', 'advertis', 'digitalnomad', 'socialmediamarket', '']"
1373,Save your organization from facing the brunt of your absence from work! 😰  Send them a leave of absence letter. 🤗… https://t.co/JP9OaYpvtu,save your organization from facing the brunt of your absence from work     send them a leave of absence letter      ,-0.0125,0.0,positive,0.059,0.784,0.157,0.4588,116,19,save your organization from facing the brunt of your absence from work     send them a leave of absence letter      ,"['save', 'your', 'organization', 'from', 'facing', 'the', 'brunt', 'of', 'your', 'absence', 'from', 'work', 'send', 'them', 'a', 'leave', 'of', 'absence', 'letter', '']","['save', 'organization', 'facing', 'brunt', 'absence', 'work', 'send', 'leave', 'absence', 'letter', '']","['save', 'organ', 'face', 'brunt', 'absenc', 'work', 'send', 'leav', 'absenc', 'letter', '']"
1374,Get ready for #remote #job as Senior Product Engineer: Cloud-Native Tech for InfraCloud. https://t.co/ztCEWq0mJD… https://t.co/DUhwE8aDLz,get ready for  remote  job as senior product engineer  cloud native tech for infracloud     ,0.05,0.35,positive,0.0,0.839,0.161,0.3612,92,14,get ready for  remote  job as senior product engineer  cloud native tech for infracloud     ,"['get', 'ready', 'for', 'remote', 'job', 'as', 'senior', 'product', 'engineer', 'cloud', 'native', 'tech', 'for', 'infracloud', '']","['get', 'ready', 'remote', 'job', 'senior', 'product', 'engineer', 'cloud', 'native', 'tech', 'infracloud', '']","['get', 'readi', 'remot', 'job', 'senior', 'product', 'engin', 'cloud', 'nativ', 'tech', 'infracloud', '']"
1375,"RT @VACafeOnline: I'd rather do what I love and be poor than be forced to do what I hate and still be poor! (Image by Lisa Giovine)

#virtu…", i d rather do what i love and be poor than be forced to do what i hate and still be poor   image by lisa giovine    virtu ,-0.27999999999999997,0.58,negative,0.368,0.513,0.12,-0.8271,123,27, i d rather do what i love and be poor than be forced to do what i hate and still be poor   image by lisa giovine    virtu ,"['', 'i', 'd', 'rather', 'do', 'what', 'i', 'love', 'and', 'be', 'poor', 'than', 'be', 'forced', 'to', 'do', 'what', 'i', 'hate', 'and', 'still', 'be', 'poor', 'image', 'by', 'lisa', 'giovine', 'virtu', '']","['', 'rather', 'love', 'poor', 'forced', 'hate', 'still', 'poor', 'image', 'lisa', 'giovine', 'virtu', '']","['', 'rather', 'love', 'poor', 'forc', 'hate', 'still', 'poor', 'imag', 'lisa', 'giovin', 'virtu', '']"
1376,"Want to find out 7 easy ways to make money with your website?  
👉👉👉https://t.co/SSUhC6tq2j 
#affiliatemarketing… https://t.co/0RY9joswb7",want to find out 7 easy ways to make money with your website           affiliatemarketing   ,0.43333333333333335,0.8333333333333334,positive,0.0,0.724,0.276,0.4939,92,14,want to find out  easy ways to make money with your website           affiliatemarketing   ,"['want', 'to', 'find', 'out', 'easy', 'ways', 'to', 'make', 'money', 'with', 'your', 'website', 'affiliatemarketing', '']","['want', 'find', 'easy', 'ways', 'make', 'money', 'website', 'affiliatemarketing', '']","['want', 'find', 'easi', 'way', 'make', 'money', 'websit', 'affiliatemarket', '']"
1377,"RT @VACafeOnline: Don't Be Cheap - It's a disservice to you AND your client(s)! https://t.co/UBH134lbsk

#VACO1MinuteSnippet #virtualassist…", don t be cheap   it s a disservice to you and your client s       vaco1minutesnippet  virtualassist ,0.4,0.7,neutral,0.0,1.0,0.0,0.0,101,16, don t be cheap   it s a disservice to you and your client s       vacominutesnippet  virtualassist ,"['', 'don', 't', 'be', 'cheap', 'it', 's', 'a', 'disservice', 'to', 'you', 'and', 'your', 'client', 's', 'vacominutesnippet', 'virtualassist', '']","['', 'cheap', 'disservice', 'client', 'vacominutesnippet', 'virtualassist', '']","['', 'cheap', 'disservic', 'client', 'vacominutesnippet', 'virtualassist', '']"
1378,Successfully combining working from home with a family life isn't always easy. Read 5 tips on how to make it work f… https://t.co/eA5Rww0HFO,successfully combining working from home with a family life isn t always easy  read 5 tips on how to make it work f   ,0.5916666666666667,0.8916666666666666,positive,0.0,0.736,0.264,0.7269,118,23,successfully combining working from home with a family life isn t always easy  read  tips on how to make it work f   ,"['successfully', 'combining', 'working', 'from', 'home', 'with', 'a', 'family', 'life', 'isn', 't', 'always', 'easy', 'read', 'tips', 'on', 'how', 'to', 'make', 'it', 'work', 'f', '']","['successfully', 'combining', 'working', 'home', 'family', 'life', 'always', 'easy', 'read', 'tips', 'make', 'work', 'f', '']","['success', 'combin', 'work', 'home', 'famili', 'life', 'alway', 'easi', 'read', 'tip', 'make', 'work', 'f', '']"
1380,RT @susanhash: Is your #ContactCenter transitioning to a more sustainable #WorkFromHome model? Key technology &amp; tools to support your #WFH…, is your  contactcenter transitioning to a more sustainable  workfromhome model  key technology  amp  tools to support your  wfh ,0.25,0.75,positive,0.0,0.856,0.144,0.4019,129,18, is your  contactcenter transitioning to a more sustainable  workfromhome model  key technology  amp  tools to support your  wfh ,"['', 'is', 'your', 'contactcenter', 'transitioning', 'to', 'a', 'more', 'sustainable', 'workfromhome', 'model', 'key', 'technology', 'amp', 'tools', 'to', 'support', 'your', 'wfh', '']","['', 'contactcenter', 'transitioning', 'sustainable', 'workfromhome', 'model', 'key', 'technology', 'amp', 'tools', 'support', 'wfh', '']","['', 'contactcent', 'transit', 'sustain', 'workfromhom', 'model', 'key', 'technolog', 'amp', 'tool', 'support', 'wfh', '']"
1381,"Home Office Lifting Laptop Table Sit &amp; Stand Desk| 3-wheels 
$79.99 
https://t.co/n2kfJBX3XR
#workfromhome… https://t.co/uXIPtuMhVJ",home office lifting laptop table sit  amp  stand desk  3 wheels   79 99     workfromhome   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,91,14,home office lifting laptop table sit  amp  stand desk   wheels         workfromhome   ,"['home', 'office', 'lifting', 'laptop', 'table', 'sit', 'amp', 'stand', 'desk', 'wheels', 'workfromhome', '']","['home', 'office', 'lifting', 'laptop', 'table', 'sit', 'amp', 'stand', 'desk', 'wheels', 'workfromhome', '']","['home', 'offic', 'lift', 'laptop', 'tabl', 'sit', 'amp', 'stand', 'desk', 'wheel', 'workfromhom', '']"
